soccerway_pk,Nombre,Apellidos,Nacionalidad_x,Fecha de nacimiento,Edad_x,País de nacimiento,Posición,Altura,Peso,Pie_x,Equipo_x,Temporada,URL,2025_Temporada,2025_Equipo,2025_Liga,2025_Minutos Jugados,2025_Apariciones,2025_Alineaciones,2025_Entra,2025_Sale,2025_Comenzó de suplente,2025_Gol,2025_Amarilla,2025_Segunda Amarilla,2025_Roja,2024_Temporada,2024_Equipo,2024_Liga,2024_Minutos Jugados,2024_Apariciones,2024_Alineaciones,2024_Entra,2024_Sale,2024_Comenzó de suplente,2024_Gol,2024_Amarilla,2024_Segunda Amarilla,2024_Roja,2019/2020_Temporada,2019/2020_Equipo,2019/2020_Liga,2019/2020_Minutos Jugados,2019/2020_Apariciones,2019/2020_Alineaciones,2019/2020_Entra,2019/2020_Sale,2019/2020_Comenzó de suplente,2019/2020_Gol,2019/2020_Amarilla,2019/2020_Segunda Amarilla,2019/2020_Roja,tmkt_pk,Nombre Jugador,Fecha Nacimiento,Posicion,Posicion Secundaria,Equipo_y,Link Jugador,Valor de Mercado,Nacionalidad_y,Pie_y,Agente,Fichado,Contrato Hasta,besoccer_pk,Nombre completo,Nacionalidad,Edad_y,ELO,birth_date,Ritmo,Tiro,Pase,Regate,Defensa,Fisico,Físico,Salto,Estirada,Paradas,Saques,Colocación,Reflejos,Valoracion Scouting
franco_schiavoni_argentina_22_septiembre_1993,Franco,Schiavoni,Argentina,1993-09-22,31.0,Argentina,Centrocampista,,,,Flandria,2025,https://el.soccerway.com/players/franco-schiavoni/325341/,2025.0,Flandria,PBM,84,2,1,1,1,0,0,1,0,0,,,,,,,,,,,,,,2024,Villa Mitre,TFA,314.0,13.0,2.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
gustavo_ariel_morales_argentina_23_febrero_1997,Gustavo Ariel,Morales,Argentina,1997-02-23,28.0,Argentina,Defensa,,,,Flandria,2025,https://el.soccerway.com/players/ariel-morales/457259/,2025.0,Flandria,PBM,90,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,2024,Defensores Unidos,PRN,2224.0,28.0,24.0,4.0,1.0,14.0,0.0,2.0,0.0,0.0,gustavo_ariel_morales_argentina_23_febrero_1997,Gustavo Ariel Morales,23/02/1997 (28),Defensa central,Defensa central,CSD Flandria,https://www.transfermarkt.es/ariel-morales/profil/spieler/538616,Sin valor,Argentina,Derecho,Desconocido,04/02/2025,31/12/2025,,,,,,,,,,,,,,,,,,,,Predeterminado
alejandro_emanuel_gonzalez_argentina_24_noviembre_1987,Alejandro Emanuel,González,Argentina,1987-11-24,37.0,Argentina,Centrocampista,177 cm,70 kg,,Flandria,2025,https://el.soccerway.com/players/alejandro-gonzalez/51367/,2025.0,Flandria,PBM,118,3,1,2,0,0,0,1,0,0,,,,,,,,,,,,,,2024,Flandria,PBM,2580.0,36.0,28.0,8.0,4.0,0.0,1.0,8.0,0.0,0.0,alejandro_emanuel_gonzalez_argentina_24_noviembre_1987,Alejandro Emanuel González,24/11/1987 (37),Extremo derecho,Extremo derecho,CSD Flandria,https://www.transfermarkt.es/alejandro-gonzalez/profil/spieler/486482,Sin valor,Argentina,Desconocido,Desconocido,01/01/2006,-,,,,,,,,,,,,,,,,,,,,Predeterminado
marcos_nahuel_landaburu_argentina_26_agosto_2000,Marcos Nahuel,Landaburu,Argentina,2000-08-26,24.0,Argentina,Delantero,186 cm,82 kg,,Sportivo Italiano,2025,https://el.soccerway.com/players/marcos-nahuel-landaburu/678696/,2025.0,Sportivo Italiano,PBM,?,?,?,?,?,?,?,?,?,?,,,,,,,,,,,,,,2024,Argentino Merlo,PBM,1173.0,25.0,13.0,12.0,7.0,0.0,5.0,2.0,0.0,1.0,marcos_nahuel_landaburu_argentina_26_agosto_2000,Marcos Nahuel Landaburu,26/08/2000 (24),Delantero centro,Delantero centro,Club Sportivo Italiano,https://www.transfermarkt.es/marcos-landaburu/profil/spieler/830786,Sin valor,Argentina,Izquierdo,ALIUM SOCCER,01/01/2025,31/12/2025,,,,,,,,,,,,,,,,,,,,Predeterminado
fabio_ezequiel_aranda_argentina_16_enero_2003,Fabio Ezequiel,Aranda,Argentina,2003-01-16,22.0,Argentina,Delantero,,,,Sportivo Italiano,2025,https://el.soccerway.com/players/fabio-ezequiel-aranda/950763/,2025.0,Sportivo Italiano,PBM,?,?,?,?,?,?,?,?,?,?,,,,,,,,,,,,,,2024,Sportivo Italiano,PBM,464.0,14.0,3.0,11.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
hector_gabriel_fernandez_chacon_argentina_06_abril_2003,Héctor Gabriel,Fernández Chacón,Argentina,2003-04-06,21.0,Argentina,Delantero,,,,Sportivo Italiano,2025,https://el.soccerway.com/players/hector-gabriel-fernandez-chacon/976625/,2025.0,Sportivo Italiano,PBM,?,?,?,?,?,?,?,?,?,?,,,,,,,,,,,,,,2024,Sportivo Italiano,PBM,38.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
emiliano_jonathan_ivan_mayola_argentina_02_agosto_1987,Emiliano Jonathan Iván,Mayola,Argentina,1987-08-02,37.0,Argentina,Defensa,180 cm,76 kg,Izquierdo,Sportivo Italiano,2025,https://el.soccerway.com/players/emiliano-jonathan-ivan-mayola/242170/,2025.0,Sportivo Italiano,PBM,360,4,4,0,0,0,0,2,0,0,,,,,,,,,,,,,,2024,Midland,PBM,3469.0,41.0,41.0,0.0,4.0,0.0,2.0,4.0,0.0,2.0,emiliano_jonathan_ivan_mayola_argentina_02_agosto_1987,Emiliano Jonathan Iván Mayola,02/08/1987 (37),Defensa central,Defensa central,Club Sportivo Italiano,https://www.transfermarkt.es/emiliano-mayola/profil/spieler/531104,Sin valor,Argentina,Izquierdo,Desconocido,03/01/2025,31/12/2025,,,,,,,,,,,,,,,,,,,,Predeterminado
matias_andres_sosa_argentina_06_julio_1995,Matías Andrés,Sosa,Argentina,1995-07-06,29.0,Argentina,Centrocampista,,,,Sportivo Italiano,2025,https://el.soccerway.com/players/matias-andres-sosa/428919/,2025.0,Sportivo Italiano,PBM,?,?,?,?,?,?,?,?,?,?,,,,,,,,,,,,,,2024,Sportivo Italiano,PBM,1049.0,17.0,12.0,5.0,6.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
mauro_gabriel_davila_argentina_10_julio_2003,Mauro Gabriel,Dávila,Argentina,2003-07-10,21.0,Argentina,Delantero,,,,Sportivo Italiano,2025,https://el.soccerway.com/players/mauro-davila/831778/,2025.0,Sportivo Italiano,PBM,208,4,3,1,3,0,0,0,0,0,,,,,,,,,,,,,,2024,Agropecuario,PRN,55.0,6.0,0.0,6.0,0.0,9.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
alejo_german_daivez_argentina_19_marzo_1999,Alejo Germán,Daivez,Argentina,1999-03-19,25.0,Argentina,Defensa,,,Izquierdo,Sportivo Italiano,2025,https://el.soccerway.com/players/alejo-german-daivez/661264/,2025.0,Sportivo Italiano,PBM,203,4,2,2,1,0,0,1,0,0,,,,,,,,,,,,,,2024,Argentino Merlo,PBM,2724.0,31.0,31.0,0.0,7.0,0.0,1.0,6.0,1.0,1.0,alejo_german_daivez_argentina_19_marzo_1999,Alejo Germán Daivez,19/03/1999 (25),Lateral izquierdo,Lateral izquierdo,Club Sportivo Italiano,https://www.transfermarkt.es/alejo-daivez/profil/spieler/1112546,Sin valor,Argentina,Izquierdo,Desconocido,01/01/2025,31/12/2025,,,,,,,,,,,,,,,,,,,,Predeterminado
lorenzo_roccia_argentina_28_septiembre_2004,Lorenzo,Roccia,Argentina,2004-09-28,20.0,Argentina,Delantero,,,,Sportivo Italiano,2025,https://el.soccerway.com/players/lorenzo-roccia/1003224/,2025.0,Sportivo Italiano,PBM,?,?,?,?,?,?,?,?,?,?,,,,,,,,,,,,,,2024,Sportivo Italiano,PBM,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
javier_ignacio_greco_argentina_13_abril_1995,Javier Ignacio,Greco,Argentina,1995-04-13,29.0,Argentina,Defensa,,,,Sportivo Italiano,2025,https://el.soccerway.com/players/javier-ignacio-greco/663853/,2025.0,Sportivo Italiano,PBM,?,?,?,?,?,?,?,?,?,?,,,,,,,,,,,,,,2024,Sportivo Italiano,PBM,1257.0,21.0,15.0,6.0,5.0,0.0,1.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
killian_leonel_sueldo_argentina_17_agosto_2004,Killian Leonel,Sueldo,Argentina,2004-08-17,20.0,Argentina,Centrocampista,,,,Sportivo Italiano,2025,https://el.soccerway.com/players/killian-leonel-sueldo/950269/,2025.0,Sportivo Italiano,PBM,?,?,?,?,?,?,?,?,?,?,,,,,,,,,,,,,,2024,Sportivo Italiano,PBM,147.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
federico_leonardo_diaz_argentina_14_abril_1992,Federico Leonardo,Díaz,Argentina,1992-04-14,32.0,Argentina,Portero,185 cm,80 kg,,Sportivo Italiano,2025,https://el.soccerway.com/players/federico-diaz/249001/,2025.0,Sportivo Italiano,PBM,360,4,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,2024,Flandria,PBM,3780.0,42.0,42.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,federico_leonardo_diaz_argentina_14_abril_1992,Federico Leonardo Díaz,14/04/1992 (32),Portero,Portero,Club Sportivo Italiano,https://www.transfermarkt.es/federico-diaz/profil/spieler/441150,Sin valor,Argentina,Derecho,B2B Group SA,04/01/2025,31/12/2025,,,,,,,,,,,,,,,,,,,,Predeterminado
mateo_fabrizio_lopez_argentina_16_octubre_2001,Mateo Fabrizio,López,Argentina,2001-10-16,23.0,Argentina,Delantero,,,,Sportivo Italiano,2025,https://el.soccerway.com/players/mateo-fabrizio-lopez/1007664/,2025.0,Sportivo Italiano,PBM,?,?,?,?,?,?,?,?,?,?,,,,,,,,,,,,,,2024,Sportivo Italiano,PBM,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
matias_santiago_diaz_argentina_04_enero_1998,Matías Santiago,Díaz,Argentina,1998-01-04,27.0,Argentina,Centrocampista,,,,Sportivo Italiano,2025,https://el.soccerway.com/players/matias-santiago-diaz/1023906/,2025.0,Sportivo Italiano,PBM,164,4,2,2,2,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
jonathan_gabriel_rivero_argentina_04_febrero_1998,Jonathan Gabriel,Rivero,Argentina,1998-02-04,27.0,Argentina,Centrocampista,,,,Sportivo Italiano,2025,https://el.soccerway.com/players/jonathan-rivero/655152/,2025.0,Sportivo Italiano,PBM,59,3,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,2024,Sacachispas,PBM,3589.0,40.0,40.0,0.0,2.0,0.0,2.0,13.0,0.0,0.0,jonathan_gabriel_rivero_argentina_04_febrero_1998,Jonathan Gabriel Rivero,04/02/1998 (27),Lateral derecho,Lateral derecho,Club Sportivo Italiano,https://www.transfermarkt.es/jonathan-rivero/profil/spieler/749240,Sin valor,Argentina,Derecho,ADA SPORTS,23/01/2025,31/12/2025,,,,,,,,,,,,,,,,,,,,Predeterminado
lucas_nahuel_alegre_argentina_12_diciembre_2002,Lucas Nahuel,Alegre,Argentina,2002-12-12,22.0,Argentina,Portero,185 cm,85 kg,,Sportivo Italiano,2025,https://el.soccerway.com/players/lucas-alegre/815763/,2025.0,Sportivo Italiano,PBM,?,?,?,?,?,?,?,?,?,?,,,,,,,,,,,,,,2024,Sportivo Italiano,PBM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
claudio_ivan_bifiguer_argentina_16_septiembre_1997,Claudio Iván,Bifiguer,Argentina,1997-09-16,27.0,Argentina,Defensa,,,,Sportivo Italiano,2025,https://el.soccerway.com/players/claudio-bifiguel/429348/,2025.0,Sportivo Italiano,PBM,83,2,1,1,1,0,0,1,0,0,,,,,,,,,,,,,,2024,Sportivo Italiano,PBM,2999.0,35.0,35.0,0.0,4.0,0.0,4.0,10.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
pablo_ignacio_desposito_argentina_30_enero_1989,Pablo Ignacio,Despósito,Argentina,1989-01-30,36.0,Argentina,Centrocampista,178 cm,79 kg,,Sportivo Italiano,2025,https://el.soccerway.com/players/pablo-ignacio-desposito/138237/,2025.0,Sportivo Italiano,PBM,251,3,3,0,1,0,0,0,0,0,,,,,,,,,,,,,,2024,Midland,PBM,1741.0,29.0,20.0,9.0,8.0,0.0,0.0,2.0,0.0,0.0,pablo_ignacio_desposito_argentina_30_enero_1989,Pablo Ignacio Despósito,30/01/1989 (36),Mediocentro,Mediocentro,Club Sportivo Italiano,https://www.transfermarkt.es/pablo-desposito/profil/spieler/76078,Sin valor,Argentina,Derecho,Desconocido,01/01/2025,31/12/2025,,,,,,,,,,,,,,,,,,,,Predeterminado
nicolas_alberto_zalazar_argentina_12_abril_2002,Nicolás Alberto,Zalazar,Argentina,2002-04-12,22.0,Argentina,Delantero,,,,Sportivo Italiano,2025,https://el.soccerway.com/players/nicolas-alberto-zalazar/950270/,2025.0,Sportivo Italiano,PBM,?,?,?,?,?,?,?,?,?,?,,,,,,,,,,,,,,2024,Sportivo Italiano,PBM,348.0,14.0,1.0,13.0,1.0,0.0,3.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
carlos_uriel_baez_argentina_13_mayo_1999,Carlos Uriel,Báez,Argentina,1999-05-13,25.0,Argentina,Centrocampista,,,,Sportivo Italiano,2025,https://el.soccerway.com/players/carlos-uriel-baez/1023083/,2025.0,Sportivo Italiano,PBM,?,?,?,?,?,?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
santiago_palacio_argentina_12_marzo_1998,Santiago,Palacio,Argentina,1998-03-12,26.0,Argentina,Centrocampista,,,,Sportivo Italiano,2025,https://el.soccerway.com/players/santiago-palacio/690689/,2025.0,Sportivo Italiano,PBM,281,4,4,0,3,0,0,0,0,0,,,,,,,,,,,,,,2024,Liniers,PBM,2429.0,31.0,30.0,1.0,14.0,0.0,0.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
ignacio_eliseo_lobo_argentina_28_abril_1996,Ignacio Eliseo,Lobo,Argentina,1996-04-28,28.0,Argentina,Delantero,,,,Sportivo Italiano,2025,https://el.soccerway.com/players/ignacio-lobo/337737/,2025.0,Sportivo Italiano,PBM,?,?,?,?,?,?,?,?,?,?,,,,,,,,,,,,,,2024,Sportivo Italiano,PBM,93.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
ian_mariano_leguizamon_argentina_01_noviembre_2004,Ian Mariano,Leguizamón,Argentina,2004-11-01,20.0,Argentina,Centrocampista,,,,Sportivo Italiano,2025,https://el.soccerway.com/players/ian-mariano-leguizamon/1023082/,2025.0,Sportivo Italiano,PBM,?,?,?,?,?,?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
emanuel_alejandro_diaz_argentina_10_noviembre_1997,Emanuel Alejandro,Díaz,Argentina,1997-11-10,27.0,Argentina,Defensa,,,,Sportivo Italiano,2025,https://el.soccerway.com/players/emanuel-alejandro-diaz/692390/,2025.0,Sportivo Italiano,PBM,360,4,4,0,0,0,1,1,0,0,,,,,,,,,,,,,,2024,Dock Sud,PBM,2262.0,33.0,25.0,8.0,4.0,0.0,3.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
federico_arnaldo_aguirre_argentina_22_abril_2002,Federico Arnaldo,Aguirre,Argentina,2002-04-22,22.0,Argentina,Delantero,186 cm,85 kg,,Sportivo Italiano,2025,https://el.soccerway.com/players/federico-aguirre/894285/,2025.0,Sportivo Italiano,PBM,122,2,1,1,1,0,0,1,0,0,,,,,,,,,,,,,,2024,Barracas Central,LPA,274.0,9.0,3.0,6.0,2.0,13.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
alexis_elian_cabrera_argentina_29_julio_2000,Alexis Elián,Cabrera,Argentina,2000-07-29,24.0,Argentina,Centrocampista,,,,Sportivo Italiano,2025,https://el.soccerway.com/players/alexis-elian-cabrera/679605/,2025.0,Sportivo Italiano,PBM,55,2,0,2,0,0,0,1,0,0,,,,,,,,,,,,,,2024,Sportivo Italiano,PBM,1094.0,33.0,7.0,26.0,3.0,0.0,1.0,4.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
joaquin_rojas_argentina_18_marzo_2003,Joaquín,Rojas,Argentina,2003-03-18,21.0,Argentina,Centrocampista,,,,Sportivo Italiano,2025,https://el.soccerway.com/players/joaquin-rojas/950373/,2025.0,Sportivo Italiano,PBM,90,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,2024,Deportivo Madryn,PRN,244.0,5.0,3.0,2.0,2.0,13.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
emanuel_benitez_argentina_28_febrero_2002,Emanuel,Benítez,Argentina,2002-02-28,23.0,Argentina,Delantero,,,,Sportivo Italiano,2025,https://el.soccerway.com/players/emanuel-benitez/1025056/,2025.0,Sportivo Italiano,PBM,20,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
fabrizio_fortunato_fiumara_argentina_07_octubre_2004,Fabrizio Fortunato,Fiumara,Argentina,2004-10-07,20.0,Argentina,Defensa,,,,Sportivo Italiano,2025,https://el.soccerway.com/players/fabrizio-fortunato-fiumara/1023092/,2025.0,Sportivo Italiano,PBM,?,?,?,?,?,?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,fabrizio_fortunato_fiumara_argentina_07_octubre_2004,Fabrizio Fortunato Fiumara,07/10/2004 (20),Defensa central,Lateral izquierdo,Club Sportivo Italiano,https://www.transfermarkt.es/fabrizio-fiumara/profil/spieler/1298977,Sin valor,Argentina,Izquierdo,Desconocido,22/01/2025,31/12/2025,,,,,,,,,,,,,,,,,,,,Predeterminado
santiago_flores_argentina_23_enero_2003,Santiago,Flores,Argentina,2003-01-23,22.0,Argentina,Defensa,,,,Sportivo Italiano,2025,https://el.soccerway.com/players/santiago-flores/1023080/,2025.0,Sportivo Italiano,PBM,?,?,?,?,?,?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
gonzalo_javier_yordan_argentina_20_marzo_1994,Gonzalo Javier,Yordan,Argentina,1994-03-20,30.0,Argentina,Portero,185 cm,70 kg,,Sportivo Italiano,2025,https://el.soccerway.com/players/gonzalo-yordan/337623/,2025.0,Sportivo Italiano,PBM,?,?,?,?,?,?,?,?,?,?,,,,,,,,,,,,,,2024,Midland,PBM,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gonzalo_javier_yordan_argentina_20_marzo_1994,Gonzalo Javier Yordán,20/03/1994 (30),Portero,Portero,Club Sportivo Italiano,https://www.transfermarkt.es/gonzalo-yordan/profil/spieler/323435,Sin valor,Argentina,Derecho,Desconocido,04/01/2025,31/12/2025,,,,,,,,,,,,,,,,,,,,Predeterminado
emiliano_gaston_mozzone_sueiro_uruguay_23_abril_1998,Emiliano Gastón,Mozzone Sueiro,Uruguay,1998-04-23,26.0,Uruguay,Delantero,180 cm,73 kg,Izquierdo,Sportivo Italiano,2025,https://el.soccerway.com/players/emiliano-gaston--mozzone-sueiro/437175/,2025.0,Sportivo Italiano,PBM,171,4,2,2,2,0,0,0,0,0,,,,,,,,,,,,,,2024,Cooper,SED,562.0,8.0,7.0,1.0,3.0,3.0,5.0,1.0,0.0,0.0,emiliano_gaston_mozzone_sueiro_uruguay_23_abril_1998,Emiliano Gastón Mozzone Sueiro,23/04/1998 (26),Delantero centro,Mediocentro ofensivo,Club Sportivo Italiano,https://www.transfermarkt.es/emiliano-mozzone/profil/spieler/424290,Sin valor,Uruguay,Izquierdo,Sin agente,29/01/2025,31/12/2025,,,,,,,,,,,,,,,,,,,,Predeterminado
cristian_julian_vivas_argentina_28_enero_1995,Cristian Julián,Vivas,Argentina,1995-01-28,30.0,Argentina,Delantero,179 cm,78 kg,,Sportivo Italiano,2025,https://el.soccerway.com/players/julian-vivas/331865/,2025.0,Sportivo Italiano,PBM,?,?,?,?,?,?,?,?,?,?,,,,,,,,,,,,,,2024,Sportivo Italiano,PBM,766.0,11.0,11.0,0.0,7.0,0.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
nestor_ezequiel_merzario_aquino_argentina_26_septiembre_2002,Néstor Ezequiel,Merzario Aquino,Argentina,2002-09-26,22.0,Argentina,Defensa,,,,Sportivo Italiano,2025,https://el.soccerway.com/players/nestor-ezequiel-merzario-aquino/950265/,2025.0,Sportivo Italiano,PBM,?,?,?,?,?,?,?,?,?,?,,,,,,,,,,,,,,2024,Sportivo Italiano,PBM,2539.0,29.0,28.0,1.0,1.0,0.0,1.0,10.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
juan_cruz_de_cuadro_argentina_29_julio_1998,Juan Cruz,De Cuadro,Argentina,1998-07-29,26.0,Argentina,Defensa,,,,Sportivo Italiano,2025,https://el.soccerway.com/players/juan-cruz-de-cuadro/694220/,2025.0,Sportivo Italiano,PBM,200,4,2,2,2,0,0,0,0,0,,,,,,,,,,,,,,2024,Sportivo Italiano,PBM,2692.0,32.0,31.0,1.0,9.0,0.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
lionel_alejandro_nicolas_laborda_argentina_03_marzo_1999,Lionel Alejandro Nicolás,Laborda,Argentina,1999-03-03,25.0,Argentina,Centrocampista,164 cm,60 kg,Izquierdo,Sportivo Italiano,2025,https://el.soccerway.com/players/lionel-alejandro-nicolas-laborda/594693/,2025.0,Sportivo Italiano,PBM,360,4,4,0,0,0,0,1,0,0,,,,,,,,,,,,,,2024,Midland,PBM,501.0,23.0,3.0,20.0,0.0,0.0,0.0,2.0,1.0,0.0,lionel_alejandro_nicolas_laborda_argentina_03_marzo_1999,Lionel Alejandro Nicolás Laborda,03/03/1999 (25),Mediocentro ofensivo,Mediocentro ofensivo,Club Sportivo Italiano,https://www.transfermarkt.es/lionel-laborda/profil/spieler/663076,Sin valor,Argentina,Izquierdo,Desconocido,01/01/2025,31/12/2025,,,,,,,,,,,,,,,,,,,,Predeterminado
emilio_agustin_porro_argentina_27_mayo_1996,Emilio Agustín,Porro,Argentina,1996-05-27,28.0,Argentina,Defensa,181 cm,75 kg,Derecho,Sportivo Italiano,2025,https://el.soccerway.com/players/emilio-porro/479071/,2025.0,Sportivo Italiano,PBM,285,4,3,1,0,0,0,0,0,0,,,,,,,,,,,,,,2024,Midland,PBM,2907.0,35.0,33.0,2.0,5.0,0.0,3.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
brian_gaston_kreiman_argentina_02_octubre_2002,Brian Gastón,Kreiman,Argentina,2002-10-02,22.0,Argentina,Defensa,,,,Sportivo Italiano,2025,https://el.soccerway.com/players/brian-kreiman/821803/,2025.0,Sportivo Italiano,PBM,?,?,?,?,?,?,?,?,?,?,,,,,,,,,,,,,,2024,Sportivo Italiano,PBM,1381.0,18.0,16.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,brian_gaston_kreiman_argentina_02_octubre_2002,Brian Gastón Kreiman,02/10/2002 (22),Defensa central,Defensa central,Club Sportivo Italiano,https://www.transfermarkt.es/brian-kreiman/profil/spieler/993654,Sin valor,Argentina,Izquierdo,Desconocido,06/01/2024,31/12/2025,,,,,,,,,,,,,,,,,,,,Predeterminado
ariel_emiliano_torres_argentina_15_abril_2002,Ariel Emiliano,Torres,Argentina,2002-04-15,22.0,Argentina,Centrocampista,,,,Sportivo Italiano,2025,https://el.soccerway.com/players/ariel-emiliano-torres/949684/,2025.0,Sportivo Italiano,PBM,328,4,4,0,2,0,0,1,0,0,,,,,,,,,,,,,,2024,All Boys,PRN,147.0,7.0,0.0,7.0,0.0,15.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
santiago_lopez_argentina_04_diciembre_2004,Santiago,López,Argentina,2004-12-04,20.0,Argentina,Centrocampista,,,,Liniers,2025,https://el.soccerway.com/players/santiago-lopez/1023533/,2025.0,Liniers,PBM,?,?,?,?,?,?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
hugo_hernan_acevedo_argentina_10_octubre_1991,Hugo Hernán,Acevedo,Argentina,1991-10-10,33.0,Argentina,Portero,180 cm,83 kg,Derecho,Liniers,2025,https://el.soccerway.com/players/hugo-hernan-acevedo/399470/,2025.0,Liniers,PBM,360,4,4,0,0,0,0,1,0,0,,,,,,,,,,,,,,2024,Liniers,PBM,3777.0,42.0,42.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,hugo_hernan_acevedo_argentina_10_octubre_1991,Hugo Hernán Acevedo,10/10/1991 (33),Portero,Portero,CSD Liniers,https://www.transfermarkt.es/hugo-acevedo/profil/spieler/1096600,Sin valor,Argentina,Derecho,Desconocido,13/01/2024,31/12/2025,,,,,,,,,,,,,,,,,,,,Predeterminado
ramiro_alejandro_lopez_argentina_08_julio_2002,Ramiro Alejandro,López,Argentina,2002-07-08,22.0,Argentina,Defensa,,,,Liniers,2025,https://el.soccerway.com/players/ramiro-alejandro-lopez/1023523/,2025.0,Liniers,PBM,245,4,2,2,1,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predeterminado
