soccerway_pk,Nombre,Apellidos,Nacionalidad_x,Fecha de nacimiento,Edad_x,País de nacimiento,Posición,Altura,Peso,Pie_x,Equipo_x,Temporada,URL,2025_Temporada,2025_Equipo,2025_Liga,2025_Minutos Jugados,2025_Apariciones,2025_Alineaciones,2025_Entra,2025_Sale,2025_Comenzó de suplente,2025_Gol,2025_Amarilla,2025_Segunda Amarilla,2025_Roja,2024_Temporada,2024_Equipo,2024_Liga,2024_Minutos Jugados,2024_Apariciones,2024_Alineaciones,2024_Entra,2024_Sale,2024_Comenzó de suplente,2024_Gol,2024_Amarilla,2024_Segunda Amarilla,2024_Roja,tmkt_pk,Nombre Jugador,Fecha Nacimiento,Posicion,Posicion Secundaria,Equipo_y,Link Jugador,Valor de Mercado,Nacionalidad_y,Pie_y,Agente,Fichado,Contrato Hasta,besoccer_pk,Nombre completo,Nacionalidad,Edad_y,ELO,birth_date,Salto,Estirada,Paradas,Saques,Colocación,Reflejos,Ritmo,Tiro,Pase,Regate,Defensa,Fisico,Valoracion Scouting
elson_david_tapia_vasquez_chile_21_febrero_1998,Elson David,Tapia Vásquez,Chile,1998-02-21,27.0,Chile,Centrocampista,,,,Cobreloa,2025,https://el.soccerway.com/players/david-tapia-/442638/,2025.0,Cobreloa,PRB,?,?,?,?,?,?,?,?,?,?,2024,Santiago Morning,PRB,2531.0,29.0,29.0,0.0,3.0,0.0,2.0,7.0,0.0,1.0,elson_david_tapia_vasquez_chile_21_febrero_1998,Elson David Tapia Vásquez,21/02/1998 (27),Lateral derecho,Pivote,CD Cobreloa,https://www.transfermarkt.es/david-tapia/profil/spieler/534898,325 mil €,Chile,Derecho,AIM fútbol,01/01/2025,31/12/2025,,,,,,,,,,,,,,,,,,,
rivaldo_antonio_hernandez_pizarro_chile_16_junio_2002,Rivaldo Antonio,Hernández Pizarro,Chile,2002-06-16,22.0,Chile,Defensa,,,,Cobreloa,2025,https://el.soccerway.com/players/rivaldo-hernandez/826419/,2025.0,Cobreloa,PRB,?,?,?,?,?,?,?,?,?,?,2024,Cobreloa,PRD,243.0,8.0,1.0,7.0,0.0,8.0,0.0,3.0,0.0,0.0,rivaldo_antonio_hernandez_pizarro_chile_16_junio_2002,Rivaldo Antonio Hernández Pizarro,16/06/2002 (22),Lateral derecho,Defensa central,CD Cobreloa,https://www.transfermarkt.es/rivaldo-hernandez/profil/spieler/1006339,Sin valor,Chile,Derecho,Desconocido,01/01/2022,31/12/2025,,,,,,,,,,,,,,,,,,,
nicolas_andres_palma_pardo_chile_08_octubre_2001,Nicolás Andrés,Palma Pardo,Chile,2001-10-08,23.0,Chile,Centrocampista,,,,Cobreloa,2025,https://el.soccerway.com/players/nicolas-palma/686731/,2025.0,Cobreloa,PRB,?,?,?,?,?,?,?,?,?,?,2024,Cobreloa,PRD,1529.0,21.0,18.0,3.0,7.0,6.0,0.0,3.0,0.0,0.0,nicolas_andres_palma_pardo_chile_08_octubre_2001,Nicolás Andrés Palma Pardo,08/10/2001 (23),Defensa central,Lateral derecho,CD Cobreloa,https://www.transfermarkt.es/nicolas-palma/profil/spieler/879222,450 mil €,Chile,Derecho,TRDS,01/03/2021,31/12/2025,,,,,,,,,,,,,,,,,,,
walter_benjamin_ponce_gallardo_chile_04_marzo_1998,Walter Benjamín,Ponce Gallardo,Chile,1998-03-04,26.0,Chile,Delantero,183 cm,79 kg,Derecho,Cobreloa,2025,https://el.soccerway.com/players/walter-ponce/408467/,2025.0,Cobreloa,PRB,13,1,0,1,0,1,0,0,0,0,2024,Unión La Calera,PRD,803.0,25.0,7.0,18.0,5.0,21.0,2.0,6.0,0.0,0.0,walter_benjamin_ponce_gallardo_chile_04_marzo_1998,Walter Benjamín Ponce Gallardo,04/03/1998 (26),Delantero centro,Extremo derecho,CD Cobreloa,https://www.transfermarkt.es/walter-ponce/profil/spieler/401695,100 mil €,Chile,Derecho,Vibra Futbol,17/01/2025,31/12/2025,walter_benjamin_ponce_gallardo_chile_04_marzo_1998,Walter Benjamin Ponce Gallardo,Chile,26.0,51.0,04 marzo 1998,67,45,42,67,29,63,,,,,,,
walter_benjamin_ponce_gallardo_chile_04_marzo_1998,Walter Benjamín,Ponce Gallardo,Chile,1998-03-04,26.0,Chile,Delantero,183 cm,79 kg,Derecho,Cobreloa,2025,https://el.soccerway.com/players/walter-ponce/408467/,2025.0,Cobreloa,PRB,13,1,0,1,0,1,0,0,0,0,2024,Unión La Calera,PRD,803.0,25.0,7.0,18.0,5.0,21.0,2.0,6.0,0.0,0.0,walter_benjamin_ponce_gallardo_chile_04_marzo_1998,Walter Benjamín Ponce Gallardo,04/03/1998 (26),Delantero centro,Extremo derecho,CD Cobreloa,https://www.transfermarkt.es/walter-ponce/profil/spieler/401695,100 mil €,Chile,Derecho,Vibra Futbol,17/01/2025,31/12/2025,walter_benjamin_ponce_gallardo_chile_04_marzo_1998,Walter Benjamin Ponce Gallardo,Chile,26.0,51.0,04 marzo 1998,,,,,,,67,45,42,67,29,63,
gerardo_ignacio_navarrete_barrientos_chile_14_julio_1994,Gerardo Ignacio,Navarrete Barrientos,Chile,1994-07-14,30.0,Chile,Centrocampista,,,,Cobreloa,2025,https://el.soccerway.com/players/ignacio-navarrete/108664/,2025.0,Cobreloa,PRB,90,1,1,0,0,0,0,0,0,0,2024/2025,Manchego,TED,659.0,9.0,8.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,gerardo_ignacio_navarrete_barrientos_chile_14_julio_1994,Gerardo Ignacio Navarrete Barrientos,14/07/1994 (30),Mediocentro,Pivote,CD Cobreloa,https://www.transfermarkt.es/gerardo-navarrete/profil/spieler/133984,Sin valor,Chile,Derecho,Desconocido,01/01/2025,31/12/2025,gerardo_ignacio_navarrete_barrientos_chile_14_julio_1994,Gerardo Ignacio Navarrete Barrientos,Chile,30.0,47.0,14 julio 1994,,,,,,,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,
gabriel_ignacio_rojas_munoz_chile_09_marzo_1999,Gabriel Ignacio,Rojas Muñoz,Chile,1999-03-09,25.0,Chile,Delantero,,,,Cobreloa,2025,https://el.soccerway.com/players/gabriel-ignacio-rojas-munoz/448747/,2025.0,Cobreloa,PRB,77,1,1,0,1,0,0,0,0,0,2024,Provincial Osorno,SED,1449.0,25.0,16.0,9.0,11.0,10.0,1.0,1.0,0.0,0.0,gabriel_ignacio_rojas_munoz_chile_09_marzo_1999,Gabriel Ignacio Rojas Muñoz,09/03/1999 (25),Extremo izquierdo,Interior izquierdo,CD Cobreloa,https://www.transfermarkt.es/gabriel-rojas/profil/spieler/628971,Sin valor,Chile,Izquierdo,Desconocido,01/01/2025,31/12/2025,gabriel_ignacio_rojas_munoz_chile_09_marzo_1999,Gabriel Ignacio Rojas Muñoz,Chile,25.0,45.0,09 marzo 1999,,,,,,,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,
rodolfo_antonio_gonzalez_aranguiz_chile_28_febrero_1989,Rodolfo Antonio,González Aránguiz,Chile,1989-02-28,35.0,Chile,Defensa,183 cm,,Izquierdo,Cobreloa,2025,https://el.soccerway.com/players/rodolfo-gonzalez/72774/,,,,,,,,,,,,,,,,,,,,,,,,,,,rodolfo_antonio_gonzalez_aranguiz_chile_28_febrero_1989,Rodolfo Antonio González Aránguiz,28/02/1989 (35),Defensa central,Lateral izquierdo,CD Cobreloa,https://www.transfermarkt.es/rodolfo-gonzalez/profil/spieler/89710,75 mil €,Chile,Izquierdo,MGR Football ...,01/01/2022,31/12/2025,rodolfo_antonio_gonzalez_aranguiz_chile_28_febrero_1989,Rodolfo Antonio González Aránguiz,Chile,35.0,59.0,28 febrero 1989,,,,,,,59,43,58,54,49,67,
joaquin_mendez_chile_,Joaquín,Méndez,Chile,,,Chile,Centrocampista,,,,Cobreloa,2025,https://el.soccerway.com/players/joaquin-mendez/1021149/,2025.0,Cobreloa,PRB,?,?,?,?,?,?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alvaro_alejandro_delgado_sciaraffia_chile_13_mayo_1995,Álvaro Alejandro,Delgado Sciaraffia,Chile,1995-05-13,29.0,Chile,Centrocampista,,,,Cobreloa,2025,https://el.soccerway.com/players/alvaro-alejandro-delgado-sciaraffia/255219/,2025.0,Cobreloa,PRB,?,?,?,?,?,?,?,?,?,?,2024,La Serena,PRB,445.0,12.0,2.0,10.0,2.0,11.0,1.0,3.0,0.0,0.0,alvaro_alejandro_delgado_sciaraffia_chile_13_mayo_1995,Álvaro Alejandro Delgado Sciaraffia,13/05/1995 (29),Extremo derecho,Extremo izquierdo,CD Cobreloa,https://www.transfermarkt.es/alvaro-delgado/profil/spieler/265540,225 mil €,Chile,Derecho,Mundo Futuro Chile,02/01/2025,31/12/2025,,,,,,,,,,,,,,,,,,,
sebastian_felipe_zuniga_fuenzalida_chile_21_junio_1990,Sebastián Felipe,Zúñiga Fuenzalida,Chile,1990-06-21,34.0,Chile,Centrocampista,174 cm,72 kg,Derecho,Cobreloa,2025,https://el.soccerway.com/players/sergio-zuniga/72811/,2025.0,Cobreloa,PRB,31,1,0,1,0,1,0,1,0,0,2024,Linares,SED,1033.0,21.0,10.0,11.0,8.0,11.0,1.0,8.0,0.0,0.0,sebastian_felipe_zuniga_fuenzalida_chile_21_junio_1990,Sebastián Felipe Zúñiga Fuenzalida,21/06/1990 (34),Mediocentro ofensivo,Mediocentro,CD Cobreloa,https://www.transfermarkt.es/sebastian-zuniga/profil/spieler/119423,Sin valor,Chile,Derecho,Desconocido,06/02/2025,31/12/2025,,,,,,,,,,,,,,,,,,,
patricio_andres_romero_fernandez_chile_25_mayo_2005,Patricio Andrés,Romero Fernández,Chile,2005-05-25,19.0,Chile,Delantero,,,Izquierdo,Cobreloa,2025,https://el.soccerway.com/players/patricio-andres-romero-fernandez/897301/,2025.0,Cobreloa,PRB,?,?,?,?,?,?,?,?,?,?,2024,Cobreloa,PRD,575.0,12.0,12.0,0.0,12.0,11.0,0.0,1.0,0.0,0.0,patricio_andres_romero_fernandez_chile_25_mayo_2005,Patricio Andrés Romero Fernández,25/05/2005 (19),Extremo izquierdo,Lateral izquierdo,CD Cobreloa,https://www.transfermarkt.es/patricio-romero/profil/spieler/1229030,100 mil €,Chile,Izquierdo,Revival Football,01/01/2024,31/12/2026,,,,,,,,,,,,,,,,,,,
hugo_alejandro_rojo_hidalgo_chile_03_junio_2001,Hugo Alejandro,Rojo Hidalgo,Chile,2001-06-03,23.0,Chile,Defensa,,,,Cobreloa,2025,https://el.soccerway.com/players/hugo-rojo/823351/,2025.0,Cobreloa,PRB,?,?,?,?,?,?,?,?,?,?,2024,San Marcos,PRB,1050.0,17.0,11.0,6.0,3.0,12.0,0.0,3.0,0.0,0.0,hugo_alejandro_rojo_hidalgo_chile_03_junio_2001,Hugo Alejandro Rojo Hidalgo,03/06/2001 (23),Defensa central,Lateral izquierdo,CD Cobreloa,https://www.transfermarkt.es/hugo-rojo/profil/spieler/994796,200 mil €,Chile,Izquierdo,Vis10n Futbol,01/01/2025,31/12/2025,,,,,,,,,,,,,,,,,,,
bastian_antonio_alarcon_flores_chile_05_septiembre_2004,Bastián Antonio,Alarcón Flores,Chile,2004-09-05,20.0,Chile,Centrocampista,,,,Cobreloa,2025,https://el.soccerway.com/players/bastian-antonio-alarcon-flores/1021145/,2025.0,Cobreloa,PRB,?,?,?,?,?,?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
javier_ignacio_melendez_perez_chile_28_febrero_2002,Javier Ignacio,Meléndez Pérez,Chile,2002-02-28,22.0,Chile,Centrocampista,,,,Cobreloa,2025,https://el.soccerway.com/players/javier-melendez/717583/,2025.0,Cobreloa,PRB,?,?,?,?,?,?,?,?,?,?,2024,Cobreloa,PRD,53.0,2.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,javier_ignacio_melendez_perez_chile_28_febrero_2002,Javier Ignacio Meléndez Pérez,28/02/2002 (22),Mediocentro,Pivote,CD Cobreloa,https://www.transfermarkt.es/javier-melendez/profil/spieler/899942,75 mil €,Chile,Derecho,Vis10n Futbol,01/01/2023,31/12/2025,,,,,,,,,,,,,,,,,,,
maximiliano_eduardo_vargas_soto_chile_09_mayo_2005,Maximiliano Eduardo,Vargas Soto,Chile,2005-05-09,19.0,Chile,Centrocampista,175 cm,,Izquierdo,Cobreloa,2025,https://el.soccerway.com/players/maximiliano-eduardo-vargas-soto/973048/,2025.0,Cobreloa,PRB,?,?,?,?,?,?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luis_francisco_garcia_varas_chile_09_febrero_1996,Luis Francisco,García Varas,Chile,1996-02-09,29.0,Chile,Defensa,175 cm,70 kg,,Cobreloa,2025,https://el.soccerway.com/players/luis-francisco-garcia-varas/408488/,2025.0,Cobreloa,PRB,19,1,0,1,0,1,0,0,0,0,2024,Cobreloa,PRD,1868.0,25.0,21.0,4.0,4.0,8.0,2.0,2.0,0.0,0.0,luis_francisco_garcia_varas_chile_09_febrero_1996,Luis Francisco García Varas,09/02/1996 (29),Pivote,Defensa central,CD Cobreloa,https://www.transfermarkt.es/luis-garcia/profil/spieler/388689,225 mil €,Chile,Derecho,Talento Deportivo,01/01/2023,31/12/2025,luis_francisco_garcia_varas_chile_09_febrero_1996,Luis Francisco García Varas,Chile,29.0,57.0,09 febrero 1996,,,,,,,67,48,54,59,62,70,
tobias_nahuel_figueroa_argentina_04_febrero_1992,Tobías Nahuel,Figueroa,Argentina,1992-02-04,33.0,Argentina,Delantero,191 cm,91 kg,,Deportes Antofagasta,2025,https://el.soccerway.com/players/tobias-figueroa/179953/,2025.0,Deportes Antofagasta,PRB,32,1,0,1,0,1,0,1,0,0,2024,Copiapó,PRD,1000.0,24.0,9.0,15.0,6.0,15.0,4.0,3.0,0.0,1.0,tobias_nahuel_figueroa_argentina_04_febrero_1992,Tobías Nahuel Figueroa,04/02/1992 (33),Delantero centro,Delantero centro,Deportes Antofagasta,https://www.transfermarkt.es/tobias-figueroa/profil/spieler/132693,175 mil €,Argentina,Izquierdo,TMIBG,24/01/2019,31/12/2025,tobias_nahuel_figueroa_argentina_04_febrero_1992,Tobías Nahuel Figueroa,Argentina,33.0,51.0,04 febrero 1992,,,,,,,43,55,43,48,34,55,
andres_souper_de_la_cruz_chile_06_mayo_1999,Andrés,Souper De La Cruz,Chile,1999-05-06,25.0,Estados Unidos,Centrocampista,175 cm,66 kg,,Deportes Antofagasta,2025,https://el.soccerway.com/players/andres-souper/527876/,2025.0,Deportes Antofagasta,PRB,90,1,1,0,0,0,0,0,0,0,2024,Deportes Antofagasta,PRB,1296.0,24.0,16.0,8.0,15.0,9.0,2.0,3.0,0.0,0.0,andres_souper_de_la_cruz_chile_06_mayo_1999,Andrés Souper de la Cruz,06/05/1999 (25),Mediocentro ofensivo,Mediocentro,Deportes Antofagasta,https://www.transfermarkt.es/andres-souper/profil/spieler/512874,250 mil €,Chile,Izquierdo,ALTIUS,01/01/2021,31/12/2025,andres_souper_de_la_cruz_chile_06_mayo_1999,Andrés Souper De La Cruz,Chile,25.0,55.0,06 mayo 1999,,,,,,,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,
cristobal_alexandro_marin_pizarro_chile_09_febrero_2004,Cristóbal Alexandro,Marín Pizarro,Chile,2004-02-09,21.0,Chile,Portero,186 cm,84 kg,Derecho,Deportes Antofagasta,2025,https://el.soccerway.com/players/cristobal-marin/893437/,2025.0,Deportes Antofagasta,PRB,?,?,?,?,?,?,?,?,?,?,2024,Deportes Antofagasta,PRB,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,cristobal_alexandro_marin_pizarro_chile_09_febrero_2004,Cristóbal Alexandro Marín Pizarro,09/02/2004 (21),Portero,Portero,Deportes Antofagasta,https://www.transfermarkt.es/cristobal-marin/profil/spieler/1108455,25 mil €,Chile,Desconocido,Desconocido,-,-,,,,,,,,,,,,,,,,,,,
zacarias_nicolas_abu_habda_palestina_20_julio_2005,Zacarías Nicolás,Abu Habda,Palestina,2005-07-20,19.0,Chile,Defensa,177 cm,,Izquierdo,Deportes Antofagasta,2025,https://el.soccerway.com/players/zacarias-nicolas-abu-habda/953827/,2025.0,Deportes Antofagasta,PRB,58,1,1,0,1,0,0,0,0,0,2024,Deportes Limache,PRB,348.0,8.0,5.0,3.0,5.0,5.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
felipe_javier_andres_alvarez_romero_argentina_19_noviembre_2004,Felipe Javier Andrés,Álvarez Romero,Argentina,2004-11-19,20.0,Argentina,Delantero,,,,Deportes Antofagasta,2025,https://el.soccerway.com/players/felipe-alvarez/902999/,2025.0,Deportes Antofagasta,PRB,0,0,0,0,0,1,0,0,0,0,2024,Deportes Antofagasta,PRB,361.0,13.0,2.0,11.0,2.0,16.0,3.0,0.0,0.0,0.0,felipe_javier_andres_alvarez_romero_argentina_19_noviembre_2004,Felipe Javier Andrés Álvarez Romero,19/11/2004 (20),Delantero centro,Delantero centro,Deportes Antofagasta,https://www.transfermarkt.es/felipe-alvarez/profil/spieler/1129280,150 mil €,Argentina,Derecho,Desconocido,01/01/2024,31/12/2027,felipe_javier_andres_alvarez_romero_argentina_19_noviembre_2004,Felipe Javier Andrés Álvarez Romero,Argentina,20.0,38.0,19 noviembre 2004,,,,,,,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,
jose_daniel_bandez_salazar_venezuela_10_octubre_1999,José Daniel,Bandez Salazar,Venezuela,1999-10-10,25.0,Venezuela,Delantero,168 cm,61 kg,Derecho,Deportes Antofagasta,2025,https://el.soccerway.com/players/jose-bandez/433940/,2025.0,Deportes Antofagasta,PRB,64,1,0,1,0,1,0,0,0,0,2024,Deportes Antofagasta,PRB,1364.0,28.0,16.0,12.0,16.0,12.0,5.0,3.0,0.0,0.0,jose_daniel_bandez_salazar_venezuela_10_octubre_1999,José Daniel Bandez Salazar,10/10/1999 (25),Extremo izquierdo,Mediapunta,Deportes Antofagasta,https://www.transfermarkt.es/jose-bandez/profil/spieler/427684,275 mil €,Venezuela,Derecho,Desconocido,10/01/2023,31/12/2025,jose_daniel_bandez_salazar_venezuela_10_octubre_1999,José Daniel Bandez Salazar,Venezuela,25.0,57.0,10 octubre 1999,,,,,,,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,
matias_nicolas_fredes_ibarra_chile_23_enero_2003,Matías Nicolás,Fredes Ibarra,Chile,2003-01-23,22.0,Chile,Delantero,169 cm,62 kg,,Deportes Antofagasta,2025,https://el.soccerway.com/players/matias-fredes/729319/,2025.0,Deportes Antofagasta,PRB,?,?,?,?,?,?,?,?,?,?,2024,Lautaro de Buin,SED,136.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daniel_patricio_oyarzun_cortes_chile_14_enero_2005,Daniel Patricio,Oyarzún Cortés,Chile,2005-01-14,20.0,Chile,Delantero,180 cm,78 kg,Izquierdo,Deportes Antofagasta,2025,https://el.soccerway.com/players/daniel-oyarzun/968688/,2025.0,Deportes Antofagasta,PRB,?,?,?,?,?,?,?,?,?,?,2024,Deportes Antofagasta,PRB,95.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maykol_antonio_sanchez_arancibia_chile_29_mayo_2002,Maykol Antonio,Sánchez Arancibia,Chile,2002-05-29,22.0,Chile,Delantero,174 cm,65 kg,,Deportes Antofagasta,2025,https://el.soccerway.com/players/maykol-antonio-sanchez-arancibia/694424/,2025.0,Deportes Antofagasta,PRB,?,?,?,?,?,?,?,?,?,?,2024,Lautaro de Buin,SED,218.0,7.0,2.0,5.0,1.0,5.0,0.0,1.0,1.0,1.0,maykol_antonio_sanchez_arancibia_chile_29_mayo_2002,Maykol Antonio Sánchez Arancibia,29/05/2002 (22),Delantero centro,Extremo derecho,Deportes Antofagasta,https://www.transfermarkt.es/maykol-sanchez/profil/spieler/738440,Sin valor,Chile,Derecho,Andes SM,01/01/2022,-,,,,,,,,,,,,,,,,,,,
byron_rodrigo_nieto_salinas_chile_03_febrero_1998,Byron Rodrigo,Nieto Salinas,Chile,1998-02-03,27.0,Chile,Defensa,182 cm,76 kg,,Deportes Antofagasta,2025,https://el.soccerway.com/players/byron-nieto/493597/,2025.0,Deportes Antofagasta,PRB,90,1,1,0,0,0,0,0,0,0,2024,Copiapó,PRD,1799.0,23.0,21.0,2.0,11.0,3.0,0.0,2.0,0.0,0.0,byron_rodrigo_nieto_salinas_chile_03_febrero_1998,Byron Rodrigo Nieto Salinas,03/02/1998 (27),Lateral derecho,Interior derecho,Deportes Antofagasta,https://www.transfermarkt.es/byron-nieto/profil/spieler/560148,350 mil €,Chile,Derecho,TRDS,13/01/2019,31/12/2025,byron_rodrigo_nieto_salinas_chile_03_febrero_1998,Byron Rodrigo Nieto Salinas,Chile,27.0,60.0,03 febrero 1998,,,,,,,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,
rodrigo_alonso_astorga_reyes_chile_05_marzo_2004,Rodrigo Alonso,Astorga Reyes,Chile,2004-03-05,20.0,Chile,Centrocampista,,,,Deportes Antofagasta,2025,https://el.soccerway.com/players/rodrigo-astorga-/845893/,2025.0,Deportes Antofagasta,PRB,0,0,0,0,0,1,0,0,0,0,2024,Deportes Antofagasta,PRB,710.0,10.0,8.0,2.0,2.0,12.0,0.0,3.0,0.0,0.0,rodrigo_alonso_astorga_reyes_chile_05_marzo_2004,Rodrigo Alonso Astorga Reyes,05/03/2004 (20),Defensa central,Lateral derecho,Deportes Antofagasta,https://www.transfermarkt.es/rodrigo-astorga/profil/spieler/1039588,175 mil €,Chile,Derecho,AIM fútbol,01/07/2022,31/12/2026,rodrigo_alonso_astorga_reyes_chile_05_marzo_2004,Rodrigo Alonso Astorga Reyes,Chile,20.0,43.0,05 marzo 2004,,,,,,,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,
felipe_antonio_baez_lazo_chile_27_diciembre_1990,Felipe Antonio,Báez Lazo,Chile,1990-12-27,34.0,Chile,Delantero,178 cm,,Derecho,Deportes Antofagasta,2025,https://el.soccerway.com/players/felipe-baez-lazo/328274/,2025.0,Deportes Antofagasta,PRB,90,1,1,0,0,0,0,0,0,0,2024,San Marcos,PRB,1250.0,19.0,14.0,5.0,7.0,5.0,0.0,3.0,0.0,1.0,felipe_antonio_baez_lazo_chile_27_diciembre_1990,Felipe Antonio Báez Lazo,27/12/1990 (34),Mediocentro,Pivote,Deportes Antofagasta,https://www.transfermarkt.es/felipe-baez/profil/spieler/843072,100 mil €,Chile,Derecho,FC Players,07/01/2025,31/12/2025,,,,,,,,,,,,,,,,,,,
juan_pablo_cisternas_sandoval_chile_25_septiembre_2002,Juan Pablo,Cisternas Sandoval,Chile,2002-09-25,22.0,Chile,Portero,185 cm,82 kg,,Deportes Antofagasta,2025,https://el.soccerway.com/players/juan-cisternas/504934/,2025.0,Deportes Antofagasta,PRB,0,0,0,0,0,1,0,0,0,0,2024,Deportes Antofagasta,PRB,450.0,5.0,5.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
richard_nicolas_paredes_moraga_chile_04_diciembre_1997,Richard Nicolás,Paredes Moraga,Chile,1997-12-04,27.0,Chile,Delantero,178 cm,74 kg,,Deportes Antofagasta,2025,https://el.soccerway.com/players/richard-paredes/402025/,2025.0,Deportes Antofagasta,PRB,32,1,0,1,0,1,0,1,0,0,2024,Santiago Morning,PRB,1277.0,15.0,15.0,0.0,6.0,0.0,6.0,1.0,0.0,0.0,richard_nicolas_paredes_moraga_chile_04_diciembre_1997,Richard Nicolás Paredes Moraga,04/12/1997 (27),Delantero centro,Extremo izquierdo,Deportes Antofagasta,https://www.transfermarkt.es/richard-paredes/profil/spieler/376543,300 mil €,Chile,Derecho,Vibra Futbol,03/02/2025,31/12/2025,richard_nicolas_paredes_moraga_chile_04_diciembre_1997,Richard Nicolás Paredes Moraga,Chile,27.0,55.0,04 diciembre 1997,,,,,,,69,44,43,63,30,54,
adrian_ignacio_cuadra_cabrera_chile_23_octubre_1997,Adrián Ignacio,Cuadra Cabrera,Chile,1997-10-23,27.0,Chile,Centrocampista,171 cm,,,Deportes Antofagasta,2025,https://el.soccerway.com/players/adrian-cuadra/428501/,2025.0,Deportes Antofagasta,PRB,?,?,?,?,?,?,?,?,?,?,2024,Deportes Antofagasta,PRB,2148.0,26.0,24.0,2.0,5.0,2.0,3.0,5.0,0.0,0.0,adrian_ignacio_cuadra_cabrera_chile_23_octubre_1997,Adrián Ignacio Cuadra Cabrera,23/10/1997 (27),Mediocentro,Pivote,Deportes Antofagasta,https://www.transfermarkt.es/adrian-cuadra/profil/spieler/413189,400 mil €,Chile,Derecho,Ikons,26/10/2020,31/12/2026,,,,,,,,,,,,,,,,,,,
christian_daniel_bravo_araneda_chile_01_octubre_1993,Christian Daniel,Bravo Araneda,Chile,1993-10-01,31.0,Chile,Centrocampista,170 cm,74 kg,Derecho,Deportes Antofagasta,2025,https://el.soccerway.com/players/christian-daniel-bravo-araneda/185321/,2025.0,Deportes Antofagasta,PRB,26,1,1,0,1,0,0,0,0,0,2024,Cobreloa,PRD,1258.0,22.0,15.0,7.0,9.0,9.0,1.0,6.0,0.0,2.0,christian_daniel_bravo_araneda_chile_01_octubre_1993,Christian Daniel Bravo Araneda,01/10/1993 (31),Extremo derecho,Extremo izquierdo,Deportes Antofagasta,https://www.transfermarkt.es/christian-bravo/profil/spieler/189735,200 mil €,Chile,Derecho,FBH,15/01/2025,31/12/2025,christian_daniel_bravo_araneda_chile_01_octubre_1993,Christian Daniel Bravo Araneda,Chile,31.0,55.0,01 octubre 1993,,,,,,,81,65,55,74,38,69,
sergio_matias_hinojosa_zepeda_chile_07_noviembre_2004,Sergio Matías,Hinojosa Zepeda,Chile,2004-11-07,20.0,Chile,Centrocampista,170 cm,65 kg,,Deportes Antofagasta,2025,https://el.soccerway.com/players/sergio-matias-hinojosa-zepeda/897305/,2025.0,Deportes Antofagasta,PRB,?,?,?,?,?,?,?,?,?,?,2024,Deportes Antofagasta,PRB,108.0,4.0,1.0,3.0,1.0,5.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brayams_marcelo_viveros_alvarado_chile_03_febrero_1992,Brayams Marcelo,Viveros Alvarado,Chile,1992-02-03,33.0,Chile,Defensa,,,,Deportes Antofagasta,2025,https://el.soccerway.com/players/brayams-viveros/214646/,2025.0,Deportes Antofagasta,PRB,87,1,1,0,1,0,0,0,0,0,2024,San Marcos,PRB,2429.0,27.0,27.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,brayams_marcelo_viveros_alvarado_chile_03_febrero_1992,Brayams Marcelo Viveros Alvarado,03/02/1992 (33),Defensa central,Lateral izquierdo,Deportes Antofagasta,https://www.transfermarkt.es/brayams-viveros/profil/spieler/271218,175 mil €,Chile,Derecho,LBD,07/01/2025,31/12/2025,brayams_marcelo_viveros_alvarado_chile_03_febrero_1992,Brayams Marcelo Viveros Alvarado,Chile,33.0,59.0,03 febrero 1992,,,,,,,64,27,37,46,56,71,
